QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01	R02	R03	R04	R05
Q01.1a	Mandate of user council or organized user group	20	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Mozambique	508	MOZ	1			Developing	1	0	1	0	
Q01.1a	Mandate of user council or organized user group	135	142	Asia	35	South-eastern Asia			Myanmar	104	MMR	1			Developing	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	42	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Namibia	516	NAM				Developing	1	1	1	0	
Q01.1a	Mandate of user council or organized user group	224	9	Oceania	53	Australia and New Zealand			New Zealand	554	NZL				Developed	0	1	0	0	
Q01.1a	Mandate of user council or organized user group	191	150	Europe	154	Northern Europe			Norway	578	NOR				Developed	1	0	1	0	
Q01.1a	Mandate of user council or organized user group	160	142	Asia	145	Western Asia			Oman	512	OMN				Developing	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	163	142	Asia	145	Western Asia			State of Palestine	275	PSE				Developing	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	228	9	Oceania	54	Melanesia			Papua New Guinea	598	PNG			1	Developing	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	108	19	Americas	419	Latin America and the Caribbean	5	South America	Peru	604	PER				Developing	0	0	1	0	
Q01.1a	Mandate of user council or organized user group	136	142	Asia	35	South-eastern Asia			Philippines	608	PHL				Developing	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	172	150	Europe	151	Eastern Europe			Poland	616	POL				Developed	1	1	0	0	
Q01.1a	Mandate of user council or organized user group	161	142	Asia	145	Western Asia			Qatar	634	QAT				Developing	1	1	1	0	
Q01.1a	Mandate of user council or organized user group	150	142	Asia	145	Western Asia			Armenia	51	ARM		1		Developing	1	1	1	0	
Q01.1a	Mandate of user council or organized user group	173	150	Europe	151	Eastern Europe			Republic of Moldova	498	MDA		1		Developed	0	1	0	0	
Q01.1a	Mandate of user council or organized user group	174	150	Europe	151	Eastern Europe			Romania	642	ROU				Developed	1	1	1	0	
Q01.1a	Mandate of user council or organized user group	175	150	Europe	151	Eastern Europe			Russian Federation	643	RUS				Developed	1	1	0	1	One of the functions of the Rosstat Public Council is the consideration of Rosstat's plans for activities.
Q01.1a	Mandate of user council or organized user group	244	9	Oceania	61	Polynesia			Samoa	882	WSM			1	Developing	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	162	142	Asia	145	Western Asia			Saudi Arabia	682	SAU				Developing	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	58	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Senegal	686	SEN	1			Developing	1	0	1	1	Comité de pilotage d'enquàªte
Q01.1a	Mandate of user council or organized user group	207	150	Europe	39	Southern Europe			Serbia	688	SRB				Developed	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	59	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Sierra Leone	694	SLE	1			Developing	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	137	142	Asia	35	South-eastern Asia			Singapore	702	SGP			1	Developing	1	1	1	0	
Q01.1a	Mandate of user council or organized user group	208	150	Europe	39	Southern Europe			Slovenia	705	SVN				Developed	0	0	0	1	SURS established statistical advisory committees for individual fields of national statistics. They have a long tradition in the national statistics in Slovenia; they were established in the 1980s and were formally introduced in 1995 with the Decree on the Establishment of Statistical Advisory Committees on the basis of Article 15 of the National Statistics Act. Statistical advisory committees have a significant impact on the development of national statistics in Slovenia at expert level and in cooperation of institutions in common efforts to provide quality, timely and relevant statistics.  Rules of procedures: https://www.stat.si/dokument/5184/StatisticalAdvisoryCommittees_RulesofProcedure_EN.pdf List of statistical advisory committees: Administrative Data Sources Advisory Committee, National Accounts and Financial and Monetary Statistics Advisory Committee, Regional Statistics Advisory Committee, Price Statistics Advisory Committee, Labour Statistics Advisory Committee, Energy Statistics Advisory Committee, Construction Statistics Advisory Committee, Industry and Mining Statistics Advisory Committee, Information Society Statistics Advisory Committee, Education and Training Statistics Advisory Committee, Agriculture, Forestry and Fisheries Statistics Advisory Committee, Crime Statistics Advisory Committee, Culture Statistics Advisory Committee, Natural Resources and Environment Statistics Advisory Committee, Real Estate Statistics Advisory Committee, Domestic Trade and Services Statistics Advisory Committee, Population Statistics Advisory Committee, Research and Development, and Technology Statistics Advisory Committee, Transport Statistics Advisory Committee, Tourism Statistics Advisory Committee, External Trade Statistics Advisory Committee, Health Advisory Committee, Standard of Living and Social Protection Statistics Advisory Committee, Business Statistics Advisory Committee
Q01.1a	Mandate of user council or organized user group	43	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	South Africa	710	ZAF				Developing	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	209	150	Europe	39	Southern Europe			Spain	724	ESP				Developed	1	1	1	0	
Q01.1a	Mandate of user council or organized user group	149	142	Asia	34	Southern Asia			Sri Lanka	144	LKA				Developing	1	1	1	0	
Q01.1a	Mandate of user council or organized user group	110	19	Americas	419	Latin America and the Caribbean	5	South America	Suriname	740	SUR			1	Developing	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	193	150	Europe	154	Northern Europe			Sweden	752	SWE				Developed	0	0	1	0	
Q01.1a	Mandate of user council or organized user group	219	150	Europe	155	Western Europe			Switzerland	756	CHE				Developed	0	0	1	0	
Q01.1a	Mandate of user council or organized user group	138	142	Asia	35	South-eastern Asia			Thailand	764	THA				Developing	1	0	1	0	
Q01.1a	Mandate of user council or organized user group	6	2	Africa	15	Northern Africa			Tunisia	788	TUN				Developing	0	1	1	0	
Q01.1a	Mandate of user council or organized user group	165	142	Asia	145	Western Asia			Turkey	792	TUR				Developing	1	0	0	0	
Q01.1a	Mandate of user council or organized user group	26	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Uganda	800	UGA	1	1		Developing	1	1	1	0	
Q01.1a	Mandate of user council or organized user group	177	150	Europe	151	Eastern Europe			Ukraine	804	UKR				Developed	1	0	0	0	
Q01.1a	Mandate of user council or organized user group	166	142	Asia	145	Western Asia			United Arab Emirates	784	ARE				Developing	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	194	150	Europe	154	Northern Europe			United Kingdom of Great Britain and Northern Ireland	826	GBR				Developed	0	0	0	0	
Q01.1a	Mandate of user council or organized user group	117	19	Americas	21	Northern America			United States of America	840	USA				Developed	1	1	1	1	Various Advisory Committees from public, private, nonprofit and academia stakeholders
Q01.1a	Mandate of user council or organized user group	140	142	Asia	35	South-eastern Asia			Viet Nam	704	VNM				Developing	1	1	1	0	
Q01.1a	Mandate of user council or organized user group	29	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Zimbabwe	716	ZWE		1		Developing	0	0	0	0	
